Name,DOB,Aadhaar/SSN,Address,Bank Account,IFSC,District,State,Region,Pension Scheme,Pension Type,Amount,Disbursement Date,Frequency
Neysa Samra,1965-02-09,609792445428,"H.No. 32, Kannan Ganj, Noida-074984",741683651121,IFSC7213,Sikar,Arunachal Pradesh,East,Old Age Pension,State,6125,2025-01-25,Quarterly
Uthkarsh Hans,1953-02-07,691870303884,"16, Chadha Road, Deoghar-106949",930227299870,IFSC9782,Phagwara,Sikkim,South,Old Age Pension,Central,7787,2025-03-11,Monthly
Divyansh Thakur,1946-10-12,431673216751,"887, Bakshi Nagar, Karaikudi-388310",298701979063,IFSC2859,Vadodara,Rajasthan,North,Retirement Pension,State,8337,2025-01-19,Quarterly
Shaan Borde,1940-03-17,989096537121,"011, Dube Circle, Tirunelveli-593408",194983747908,IFSC1923,Meerut,Sikkim,East,Farmer Pension,State,6325,2025-02-23,Quarterly
Aaryahi Sangha,1961-01-15,955413089886,"50/010, Cheema Path, Bongaigaon-947310",751825486932,IFSC2338,Aurangabad,Rajasthan,North,Retirement Pension,State,7254,2025-02-19,Monthly
Devansh Sangha,1960-07-27,533290504840,"H.No. 914, Shah Marg, Surat 676379",130639352518,IFSC2632,Chapra,Manipur,East,Retirement Pension,State,5713,2025-02-17,Quarterly
Riaan Bobal,1954-02-19,242960146404,"67/36, Shetty Street, Karnal 562023",736951321609,IFSC2671,Ozhukarai,Manipur,Central,Farmer Pension,Central,8943,2025-01-23,Quarterly
Kimaya Ravel,1944-02-02,112452264816,"H.No. 804, Saran, Ajmer 492654",616081727736,IFSC7539,Nadiad,Bihar,East,Old Age Pension,State,5723,2025-01-28,Monthly
Lakshay Raj,1949-01-28,161283232904,"800, Sengupta Path, Udupi 848475",630793627901,IFSC9996,Sirsa,Meghalaya,West,Disability Pension,Central,1359,2025-02-26,Monthly
Advika Sachdeva,1960-03-07,257634191507,"55/11, Dave Marg, Proddatur-652191",631415224076,IFSC6920,Ichalkaranji,Tamil Nadu,Central,Old Age Pension,Central,2779,2025-02-13,Monthly
Riaan Dhawan,1964-11-24,501277195876,"H.No. 66, Tata, Latur-425509",648587462597,IFSC4290,Karawal Nagar,Andhra Pradesh,South,Retirement Pension,State,7723,2025-01-28,Quarterly
Anvi Hegde,1949-12-08,452959405192,"83/443, Rastogi Ganj, Kurnool-540129",382633526598,IFSC7116,Madhyamgram,Chhattisgarh,South,Old Age Pension,State,6569,2025-03-17,Quarterly
Hrishita Brar,1945-12-09,984148991045,"H.No. 34, Dhaliwal Nagar, Giridih-432550",130775883859,IFSC8085,Bidhannagar,Uttarakhand,North,Farmer Pension,Central,7495,2025-02-25,Quarterly
Anaya Buch,1943-11-03,800448534676,"06/540, Ratta Chowk, Muzaffarpur-800074",351380983743,IFSC5079,Morbi,Gujarat,Central,Retirement Pension,State,6379,2025-03-20,Quarterly
Kiara Issac,1947-01-10,565013132762,"H.No. 90, Varty Marg, Miryalaguda-845832",218489640823,IFSC2994,Bathinda,Tripura,East,Retirement Pension,Central,5396,2025-02-09,Quarterly
Heer Kamdar,1960-02-06,668168595045,"67/656, Maharaj Circle, Surendranagar Dudhrej-517117",852234309542,IFSC1232,Anand,Telangana,West,Disability Pension,State,9126,2025-01-27,Monthly
Kaira Ramaswamy,1951-06-26,547218592209,"004, Thakur Chowk, Vasai-Virar 542658",457113965674,IFSC6627,Chennai,Uttar Pradesh,West,Disability Pension,State,1070,2025-03-02,Monthly
Kaira Ramaswamy,1951-06-26,547218592209,"004, Thakur Chowk, Vasai-Virar 542658",457113965674,IFSC6627,Chennai,Uttar Pradesh,West,Retirement Pension,Central,5206,2025-03-26,Monthly
Kaira Ramaswamy,1951-06-26,547218592209,"004, Thakur Chowk, Vasai-Virar 542658",457113965674,IFSC6627,Chennai,Uttar Pradesh,West,Retirement Pension,Central,1626,2025-03-05,Quarterly
Suhana Bajaj,1944-01-06,571650519734,"67, Chakraborty Circle, Hapur-855486",131392979135,IFSC8973,Guntur,Andhra Pradesh,East,Old Age Pension,State,9930,2025-03-30,Quarterly
Ayesha Singhal,1965-03-10,743403838225,"19/895, Andra Road, Sagar 510418",678412886268,IFSC1739,Dindigul,Uttarakhand,South,Widow Pension,Central,9872,2025-01-14,Quarterly
Jivika Joshi,1956-07-20,989853347402,"97, Bajaj Ganj, Ambattur-637249",890815124527,IFSC8861,Bhatpara,Tamil Nadu,North,Disability Pension,State,8558,2025-02-05,Quarterly
Dishani Sura,1942-11-27,157689706163,"H.No. 647, Hans, Buxar 992298",575356911022,IFSC2803,Bongaigaon,Himachal Pradesh,Central,Disability Pension,State,1101,2025-01-26,Quarterly
Lakshay Amble,1943-02-02,228533794647,"664, Kalla Path, Meerut-668560",242744189783,IFSC6890,Bhopal,Punjab,West,Disability Pension,Central,7261,2025-03-16,Monthly
Lakshay Amble,1943-02-02,228533794647,"664, Kalla Path, Meerut-668560",242744189783,IFSC6890,Bhopal,Punjab,West,Retirement Pension,Central,2872,2025-03-11,Quarterly
Lakshay Amble,1943-02-02,228533794647,"664, Kalla Path, Meerut-668560",242744189783,IFSC6890,Bhopal,Punjab,West,Disability Pension,Central,9762,2025-02-24,Monthly
Alisha Suri,1958-07-16,799041281111,"245, Ganesh Road, Ludhiana-697319",537648149675,IFSC1313,Hajipur,Himachal Pradesh,Central,Widow Pension,State,8324,2025-01-19,Monthly
Kashvi Hayre,1944-09-22,904185495591,"45/919, Agrawal Path, Anantapuram-195454",327251925732,IFSC4760,Bhopal,Telangana,South,Widow Pension,State,5130,2025-03-04,Monthly
Kashvi Hayre,1944-09-22,904185495591,"45/919, Agrawal Path, Anantapuram-195454",327251925732,IFSC4760,Bhopal,Telangana,South,Disability Pension,Central,4630,2025-01-14,Quarterly
Kashvi Hayre,1944-09-22,904185495591,"45/919, Agrawal Path, Anantapuram-195454",327251925732,IFSC4760,Bhopal,Telangana,South,Farmer Pension,State,3285,2025-01-11,Quarterly
Onkar Mall,1939-07-25,330879911319,"H.No. 18, Reddy, Thiruvananthapuram-292989",915133957983,IFSC3368,Kumbakonam,Sikkim,West,Widow Pension,Central,2504,2025-01-23,Monthly
Gokul Raj,1940-03-02,709380946530,"H.No. 48, Soni Nagar, Haldia-041474",286150609917,IFSC1553,Nagpur,Manipur,East,Widow Pension,Central,3527,2025-03-25,Quarterly
Zoya Tripathi,1951-11-19,902922947663,"H.No. 254, Reddy Path, Panihati 778624",240024496950,IFSC6395,Bareilly,Arunachal Pradesh,Central,Old Age Pension,Central,9774,2025-02-01,Quarterly
Saksham Garg,1947-11-19,316650091349,"51/94, Dua Nagar, Sagar-655960",724263136823,IFSC3795,Anantapur,Arunachal Pradesh,East,Disability Pension,Central,8274,2025-02-13,Monthly
Saksham Garg,1947-11-19,316650091349,"51/94, Dua Nagar, Sagar-655960",724263136823,IFSC3795,Anantapur,Arunachal Pradesh,East,Farmer Pension,Central,5658,2025-01-07,Quarterly
Saksham Garg,1947-11-19,316650091349,"51/94, Dua Nagar, Sagar-655960",724263136823,IFSC3795,Anantapur,Arunachal Pradesh,East,Old Age Pension,Central,5834,2025-01-14,Quarterly
Priyansh Chadha,1965-01-14,244217954036,"H.No. 315, Kashyap Street, Berhampore 375983",477579239328,IFSC4020,Jehanabad,Haryana,West,Widow Pension,State,9455,2025-03-27,Monthly
Zeeshan Goyal,1954-01-22,419272442986,"66/71, Subramanian Zila, Giridih-580890",654944140842,IFSC2507,Shimoga,Karnataka,West,Widow Pension,State,7954,2025-01-09,Quarterly
Advik Din,1958-12-02,703570677808,"56/95, Yohannan Ganj, Junagadh 970627",900227995932,IFSC1055,Bihar Sharif,Kerala,West,Old Age Pension,State,5477,2025-03-19,Monthly
Indrans Raman,1950-05-04,653487678908,"58, Rao, Morena 986440",182282669829,IFSC7262,Sirsa,Meghalaya,North,Farmer Pension,Central,4271,2025-03-20,Monthly
Trisha Chawla,1956-01-19,533646452416,"H.No. 56, Mann Zila, Kottayam 534133",121627498422,IFSC8460,Tirupati,Gujarat,Central,Farmer Pension,Central,4292,2025-03-26,Monthly
Madhup Datta,1943-11-21,184359680910,"31, Sangha Ganj, Maheshtala-419563",381910682337,IFSC1044,Kamarhati,Sikkim,North,Farmer Pension,Central,6898,2025-03-12,Quarterly
Yuvraj  Kibe,1945-04-24,618775090595,"626, Dhaliwal Street, Indore-898128",741064586296,IFSC9708,Proddatur,Mizoram,Central,Disability Pension,Central,8287,2025-02-17,Monthly
Zeeshan Sandhu,1959-10-16,259243763497,"39/814, Srinivas, Pimpri-Chinchwad-206470",606260865937,IFSC5608,Ambarnath,Telangana,North,Farmer Pension,Central,2517,2025-01-03,Quarterly
Dishani Johal,1940-10-06,338909066608,"H.No. 68, Cherian Ganj, Bongaigaon-305015",246840857090,IFSC6630,Kalyan-Dombivli,Assam,North,Farmer Pension,Central,3516,2025-03-20,Monthly
Dishani Johal,1940-10-06,338909066608,"H.No. 68, Cherian Ganj, Bongaigaon-305015",246840857090,IFSC6630,Kalyan-Dombivli,Assam,North,Widow Pension,State,3154,2025-02-10,Monthly
Dishani Johal,1940-10-06,338909066608,"H.No. 68, Cherian Ganj, Bongaigaon-305015",246840857090,IFSC6630,Kalyan-Dombivli,Assam,North,Disability Pension,Central,7214,2025-01-07,Monthly
Adah Divan,1964-02-19,212374682832,"26, Kala Path, Durgapur-272816",587644048872,IFSC5706,Sri Ganganagar,West Bengal,Central,Old Age Pension,Central,2590,2025-02-14,Monthly
Shalv Dube,1945-03-09,815632403250,"H.No. 491, Mandal Ganj, Karnal-988903",772265285125,IFSC9560,Thoothukudi,Assam,East,Disability Pension,Central,4177,2025-03-29,Monthly
Vardaniya Chana,1950-08-13,978183356641,"77/738, Buch Nagar, Ahmednagar 003528",805206878287,IFSC8293,Shivpuri,Assam,West,Widow Pension,State,6452,2025-01-22,Monthly
Nirvi Dube,1949-04-23,835537424415,"31/455, Ganesh, Davanagere-249841",935872587524,IFSC6520,Sambalpur,Meghalaya,West,Disability Pension,State,7945,2025-04-05,Quarterly
Adira Agrawal,1964-05-10,741932603317,"H.No. 373, Choudhary Circle, Rohtak-312874",350010412763,IFSC8343,New Delhi,Chhattisgarh,South,Retirement Pension,State,8751,2025-04-01,Monthly
Vardaniya Keer,1955-10-28,987383328650,"91/331, Bajaj Street, Junagadh-031066",619308599344,IFSC4425,Dindigul,Madhya Pradesh,South,Widow Pension,Central,6109,2025-01-25,Monthly
Ishita Sagar,1954-02-20,796955070216,"54/908, Batra Chowk, Tadepalligudem 549206",598948308804,IFSC6995,Dehradun,Manipur,East,Widow Pension,Central,6023,2025-03-22,Monthly
Trisha Buch,1949-08-19,762378153233,"838, Sankaran Ganj, Sikar-644007",527757514465,IFSC9351,Shimla,Meghalaya,West,Disability Pension,Central,3077,2025-04-02,Quarterly
Kismat Behl,1940-03-10,615822522886,"98, Dhillon Road, Aizawl 618139",308834217680,IFSC2912,Kavali,Kerala,North,Widow Pension,State,2159,2025-03-19,Quarterly
Kiaan Sodhi,1955-06-05,268885619744,"H.No. 04, Warrior Circle, Ballia 221178",453986179395,IFSC5326,Jalandhar,Assam,East,Disability Pension,Central,3272,2025-02-16,Quarterly
Hridaan Chadha,1944-12-21,909410270026,"H.No. 030, Dey, Chapra-020187",314790031838,IFSC9920,Karaikudi,Madhya Pradesh,South,Widow Pension,Central,5620,2025-03-14,Monthly
Anahita Dutt,1955-04-19,517045787925,"37/80, Johal Nagar, Phusro 218606",417882423030,IFSC4948,Chinsurah,Odisha,Central,Old Age Pension,Central,2819,2025-01-10,Quarterly
Jivika Bhargava,1955-08-22,337699150397,"H.No. 56, Lanka Chowk, Vellore 087332",647491349202,IFSC5000,Gurgaon,Nagaland,Central,Old Age Pension,Central,2449,2025-01-26,Monthly
Abram Choudhary,1943-03-02,691308930272,"64/12, Gala Circle, Kolhapur-024811",955927749120,IFSC1061,Thanjavur,Gujarat,North,Old Age Pension,State,1124,2025-01-26,Monthly
Ivan Comar,1960-03-28,964318657812,"H.No. 67, Singh Zila, Ujjain 669746",669120279580,IFSC6585,Patiala,Nagaland,East,Old Age Pension,Central,7421,2025-04-04,Quarterly
Anvi Solanki,1950-09-15,550593530822,"H.No. 729, Wason Road, Jamalpur-748246",269357743151,IFSC9968,Mathura,Manipur,North,Widow Pension,State,5459,2025-01-08,Monthly
Elakshi Buch,1955-07-14,952143324645,"H.No. 70, Sami Nagar, Guwahati 188426",309305092233,IFSC7519,Kulti,Andhra Pradesh,South,Retirement Pension,Central,9645,2025-02-22,Quarterly
Priyansh Aurora,1954-09-24,676915783144,"H.No. 023, Khalsa Nagar, Thrissur 566469",508547070640,IFSC5920,Belgaum,Sikkim,West,Old Age Pension,Central,3682,2025-03-13,Quarterly
Vidur Chandran,1947-11-08,568420617318,"23/61, Lalla Road, Secunderabad-494216",811358104597,IFSC5798,Pune,Karnataka,West,Widow Pension,Central,4003,2025-01-02,Monthly
Ela Bhagat,1939-05-02,987329489091,"081, Baria Street, Vellore 528450",807156465738,IFSC9496,Bhavnagar,Telangana,East,Old Age Pension,Central,9023,2025-03-08,Monthly
Hansh Chanda,1956-09-11,954335940714,"H.No. 184, Upadhyay Circle, Alwar-008938",713700113350,IFSC3045,Serampore,Gujarat,North,Retirement Pension,State,1962,2025-03-08,Monthly
Renee Bains,1947-02-06,735208388758,"985, Gupta Marg, Pallavaram 243810",870518383516,IFSC5752,Durgapur,Gujarat,West,Widow Pension,State,3428,2025-01-15,Monthly
Jiya Sachdev,1952-08-26,680878618568,"57, Jani Street, Udaipur 275468",495428947349,IFSC4509,Tiruppur,Madhya Pradesh,North,Old Age Pension,State,4164,2025-03-06,Monthly
Akarsh Ratti,1957-07-30,181724414123,"H.No. 909, Subramaniam Road, Vellore-901927",327633444313,IFSC3014,Nizamabad,Tamil Nadu,West,Disability Pension,State,5432,2025-01-18,Monthly
Akarsh Ratti,1957-07-30,181724414123,"H.No. 909, Subramaniam Road, Vellore-901927",327633444313,IFSC3014,Nizamabad,Tamil Nadu,West,Widow Pension,Central,8042,2025-01-25,Monthly
Damini Dar,1948-05-02,158924722675,"698, Brahmbhatt Circle, Bulandshahr 711066",856383763760,IFSC5497,Jehanabad,Himachal Pradesh,South,Farmer Pension,State,5204,2025-01-05,Monthly
Veer Dhar,1948-02-19,866733821694,"H.No. 525, Gill Road, Asansol-432512",491517188281,IFSC3041,Darbhanga,Jharkhand,North,Widow Pension,Central,1094,2025-01-03,Quarterly
Mishti Deol,1942-09-17,264356108983,"H.No. 40, Soni, Bally 166019",677678702191,IFSC6416,Tenali,Andhra Pradesh,North,Farmer Pension,Central,4487,2025-01-22,Monthly
Gokul Dada,1953-05-07,937676287365,"25/82, Jaggi Circle, Hosur-600147",732587529091,IFSC1298,Silchar,Haryana,West,Old Age Pension,Central,1971,2025-04-04,Monthly
Vivaan Kota,1941-06-21,424630287771,"22/24, Iyer, Bikaner 931047",100269674862,IFSC7498,Bhiwandi,Manipur,Central,Retirement Pension,Central,6859,2025-03-22,Quarterly
Vivaan Kota,1941-06-21,424630287771,"22/24, Iyer, Bikaner 931047",100269674862,IFSC7498,Bhiwandi,Manipur,Central,Farmer Pension,State,7419,2025-01-16,Monthly
Vivaan Kota,1941-06-21,424630287771,"22/24, Iyer, Bikaner 931047",100269674862,IFSC7498,Bhiwandi,Manipur,Central,Retirement Pension,Central,4103,2025-04-01,Monthly
Armaan Maharaj,1963-08-04,662243248216,"84/960, Bansal Street, Deoghar 343467",462994205865,IFSC7594,Parbhani,Bihar,South,Old Age Pension,Central,7198,2025-01-17,Monthly
Neysa Yohannan,1948-11-15,759158351206,"469, Randhawa Ganj, Gandhinagar 744075",245976013563,IFSC8141,Machilipatnam,Jharkhand,North,Widow Pension,Central,5099,2025-03-13,Monthly
Piya Ramanathan,1941-04-15,424034008790,"427, Comar Street, Kottayam 867560",630858098529,IFSC1087,Pune,Uttar Pradesh,Central,Widow Pension,Central,7692,2025-03-07,Quarterly
Samiha Ram,1944-09-27,732527510605,"H.No. 622, Kalita Road, Chittoor-129771",118161443218,IFSC9877,Tumkur,Jharkhand,West,Old Age Pension,State,4389,2025-02-06,Quarterly
Amira Dugal,1946-06-15,354202647963,"15/162, Sachdev, Mangalore 124906",371683213210,IFSC9366,Amaravati,Madhya Pradesh,North,Old Age Pension,State,1228,2025-04-03,Monthly
Armaan Lad,1941-10-08,311604942555,"28, Hayer Road, Khora  132948",864714233045,IFSC7934,Alwar,Telangana,South,Disability Pension,State,7119,2025-02-22,Monthly
Bhamini Ram,1962-07-10,205481158650,"80/93, Samra Marg, Mango 818640",559006201656,IFSC5684,Hajipur,Jharkhand,South,Retirement Pension,State,3659,2025-01-04,Quarterly
Ishita Ganesan,1940-05-27,502592146616,"35/90, Devan Street, Kalyan-Dombivli 658343",122866754735,IFSC6792,Imphal,Punjab,East,Old Age Pension,Central,9786,2025-03-31,Quarterly
Seher Ben,1944-11-26,348498705981,"H.No. 63, Kant Path, Fatehpur 932274",103937302873,IFSC9667,Varanasi,Manipur,Central,Widow Pension,Central,5664,2025-04-03,Quarterly
Vivaan Doshi,1954-11-27,413985019536,"85/58, Char Chowk, Ghaziabad 943760",881615905104,IFSC9203,Allahabad,Chhattisgarh,South,Retirement Pension,State,5706,2025-01-14,Quarterly
Chirag Chanda,1948-06-05,658986531544,"H.No. 55, Sibal Marg, Uluberia-739422",119242576313,IFSC9837,Alappuzha,Andhra Pradesh,North,Old Age Pension,State,2994,2025-03-15,Quarterly
Prerak Sachar,1947-01-30,837498429541,"H.No. 941, Varghese Zila, Bellary-395639",111038675667,IFSC7281,Suryapet,Arunachal Pradesh,North,Old Age Pension,Central,1571,2025-01-11,Quarterly
Shalv Balay,1958-12-15,170299142802,"H.No. 284, Deep Chowk, Silchar 682442",769503956520,IFSC2242,Bhatpara,Rajasthan,South,Old Age Pension,Central,4013,2025-02-13,Monthly
Aradhya Rana,1964-09-17,511626533438,"70/20, Iyengar, Raebareli 559171",565047152830,IFSC9449,Kulti,Haryana,East,Old Age Pension,Central,6309,2025-02-06,Quarterly
Aaina Sibal,1961-02-27,747981909898,"507, Jhaveri Nagar, Guwahati 622440",955592899964,IFSC3385,Ballia,Tripura,North,Disability Pension,Central,5090,2025-02-01,Monthly
Urvi Bajwa,1965-04-05,102960840393,"64/83, Gade Chowk, Bhatpara-045995",129190538653,IFSC6292,Mehsana,Uttarakhand,North,Retirement Pension,State,9506,2025-02-11,Monthly
Vivaan Dugal,1952-09-21,401491015064,"70/04, Chandra Zila, Mumbai-616383",390007044282,IFSC3486,Ulhasnagar,Maharashtra,Central,Retirement Pension,Central,9497,2025-01-27,Monthly
Saira Setty,1953-03-25,394754888026,"03, Sharma Ganj, Alappuzha 058023",303709699816,IFSC4408,Mehsana,Goa,Central,Farmer Pension,Central,3118,2025-02-27,Monthly
Hunar Bhandari,1941-12-28,400546717811,"64/694, Maharaj Chowk, Cuttack 222735",796710098416,IFSC1843,Bhilwara,Himachal Pradesh,East,Widow Pension,Central,4540,2025-03-16,Quarterly
Hunar Bhandari,1941-12-28,400546717811,"64/694, Maharaj Chowk, Cuttack 222735",796710098416,IFSC1843,Bhilwara,Himachal Pradesh,East,Disability Pension,State,3566,2025-01-10,Quarterly
Hunar Bhandari,1941-12-28,400546717811,"64/694, Maharaj Chowk, Cuttack 222735",796710098416,IFSC1843,Bhilwara,Himachal Pradesh,East,Retirement Pension,State,8966,2025-01-09,Quarterly
Khushi Sama,1960-01-14,603408384289,"73, Dugar Circle, Shivpuri 144519",751945455787,IFSC6723,Fatehpur,Karnataka,East,Retirement Pension,State,2783,2025-01-09,Quarterly
Anay Lall,1944-05-22,119592374884,"H.No. 85, Dayal Path, Rajahmundry 233816",505355778297,IFSC1013,Dewas,Uttarakhand,West,Disability Pension,Central,8000,2025-03-18,Monthly
Anay Lall,1944-05-22,119592374884,"H.No. 85, Dayal Path, Rajahmundry 233816",505355778297,IFSC1013,Dewas,Uttarakhand,West,Farmer Pension,State,2460,2025-04-01,Monthly
Anay Lall,1944-05-22,119592374884,"H.No. 85, Dayal Path, Rajahmundry 233816",505355778297,IFSC1013,Dewas,Uttarakhand,West,Old Age Pension,State,9725,2025-01-16,Quarterly
Hunar Char,1961-01-10,832531376438,"H.No. 833, Bhakta Chowk, Kharagpur-897980",873475579506,IFSC8323,Salem,Gujarat,North,Disability Pension,State,5930,2025-02-20,Quarterly
Anika Kade,1950-11-20,121194423900,"42/38, Bala Zila, Haldia 392866",572550740921,IFSC8228,Shimla,West Bengal,South,Widow Pension,State,5149,2025-01-14,Monthly
Eva Sengupta,1959-05-22,338618108129,"544, Sur Circle, Rourkela 342912",350674022183,IFSC8300,Begusarai,Sikkim,Central,Retirement Pension,Central,6326,2025-03-24,Monthly
Faiyaz Thaker,1957-07-26,171505018321,"263, Rajagopal Ganj, Jalandhar-856694",234672233248,IFSC3354,Belgaum,Goa,South,Widow Pension,State,6125,2025-03-15,Monthly
Shanaya Baria,1962-10-22,191144253714,"47, Kibe Marg, Lucknow 154882",416295137236,IFSC3080,Sri Ganganagar,Assam,East,Farmer Pension,Central,8876,2025-01-19,Monthly
Samar Gaba,1948-05-24,772917579388,"H.No. 42, Ahuja Path, Alwar-711862",900159148296,IFSC4621,Navi Mumbai,Sikkim,North,Retirement Pension,State,2919,2025-02-21,Monthly
Yasmin Kalla,1945-03-09,597133417222,"92/420, Sheth Road, Hazaribagh 003967",294225114087,IFSC7887,Nashik,Sikkim,South,Old Age Pension,Central,8922,2025-01-15,Monthly
Urvi Thaman,1964-06-05,395748613476,"87, Hayre Street, Kirari Suleman Nagar-615696",384978149178,IFSC6775,Rourkela,Tripura,East,Retirement Pension,State,4960,2025-02-23,Quarterly
Amani Bhattacharyya,1942-08-03,535127907666,"H.No. 633, Kota Circle, Aligarh 571401",341623721938,IFSC7413,Danapur,Assam,South,Farmer Pension,State,2218,2025-03-13,Quarterly
Anaya Tailor,1958-10-09,388081544364,"H.No. 64, Das, Lucknow 194948",263495298592,IFSC8580,Jamshedpur,Andhra Pradesh,Central,Farmer Pension,Central,9388,2025-02-24,Monthly
Aniruddh Borah,1939-09-18,223484798933,"70, Sengupta Marg, Amaravati-760845",450491468106,IFSC6079,Pudukkottai,Punjab,East,Farmer Pension,State,5917,2025-02-24,Monthly
Shray Kumar,1961-04-21,439316808434,"H.No. 29, Hayre Ganj, Tiruchirappalli-239185",701125424028,IFSC6048,Thoothukudi,Assam,Central,Widow Pension,Central,2546,2025-03-08,Quarterly
Hansh Rout,1947-12-18,532866143944,"H.No. 45, Barman Nagar, Kamarhati-812694",250408883397,IFSC6428,Nellore,Punjab,Central,Retirement Pension,Central,2656,2025-02-24,Monthly
Hansh Rout,1947-12-18,532866143944,"H.No. 45, Barman Nagar, Kamarhati-812694",250408883397,IFSC6428,Nellore,Punjab,Central,Disability Pension,State,9257,2025-03-17,Quarterly
Miraan Shanker,1965-02-12,998246382462,"H.No. 909, Borra, Dewas-419458",890305678534,IFSC5852,Sultan Pur Majra,Uttar Pradesh,North,Disability Pension,State,3724,2025-01-12,Quarterly
